"id","emmean","se","df","conf.low","conf.high","method"
"1",0.0213360000000002,0.0177113389103882,213,-0.0135759516233926,0.0562479516233929,"Emmeans test"
"2",0.0152831578947368,0.0181714503085018,213,-0.0205357486999083,0.0511020644893819,"Emmeans test"
"3",0.0371542857142857,0.0211690989753135,213,-0.00457347767369166,0.0788820491022632,"Emmeans test"
"4",0.0824866666666663,0.0186693904559972,213,0.0456862384361549,0.119287094897178,"Emmeans test"
"5",0.0274633333333333,0.0186693904559972,213,-0.0093370948971781,0.0642637615638447,"Emmeans test"
"7",0.0351334999999999,0.0177113389103882,213,0.000221548376607227,0.0700454516233927,"Emmeans test"
"8",0.0257285,0.0177113389103882,213,-0.0091834516233927,0.0606404516233928,"Emmeans test"
"9",0.0310945000000001,0.0177113389103882,213,-0.0038174516233927,0.0660064516233928,"Emmeans test"
"10",0.0377157894736843,0.0181714503085018,213,0.00189688287903914,0.0735346960683295,"Emmeans test"
"11",0.0253226315789474,0.0181714503085018,213,-0.0104962750156977,0.0611415381735926,"Emmeans test"
"12",0.0408652631578948,0.0181714503085018,213,0.00504635656324966,0.07668416975254,"Emmeans test"
"13",0.0345668421052632,0.0181714503085018,213,-0.00125206448938191,0.0703857486999084,"Emmeans test"
