"id","emmean","se","df","conf.low","conf.high","method"
"1",7.80516129032259,0.0430262291077014,341,7.72053105854588,7.8897915220993,"Emmeans test"
"2",7.87333333333334,0.0437374546310446,341,7.78730415997764,7.95936250668904,"Emmeans test"
"3",8.06476190476191,0.0522762570744897,341,7.96193737552979,8.16758643399404,"Emmeans test"
"4",7.77821428571429,0.0452725666412741,341,7.6891656312671,7.86726294016149,"Emmeans test"
"5",7.91310344827587,0.0444851575898737,341,7.82560358422711,8.00060331232462,"Emmeans test"
"7",7.9183870967742,0.0430262291077015,341,7.83375686499749,8.00301732855091,"Emmeans test"
"8",7.94906250000001,0.0423486083478846,341,7.86576511107635,8.03235988892366,"Emmeans test"
"9",7.91161290322581,0.0430262291077015,341,7.8269826714491,7.99624313500252,"Emmeans test"
"10",7.87483870967743,0.0430262291077015,341,7.79020847790072,7.95946894145414,"Emmeans test"
"11",7.86166666666667,0.0437374546310448,341,7.77563749331097,7.94769584002238,"Emmeans test"
"12",7.84172413793104,0.0444851575898737,341,7.75422427388229,7.9292240019798,"Emmeans test"
"13",7.87600000000001,0.0437374546310448,341,7.7899708266443,7.96202917335571,"Emmeans test"
